"Localization Key","English","Polish"
"PF2E.Encounter.Budget.Threats.extreme","Extreme","Ekstremalne"
"PF2E.Encounter.Budget.Threats.low","Low","Niskie"
"PF2E.Encounter.Budget.Threats.moderate","Moderate","Umiarkowane"
"PF2E.Encounter.Budget.Threats.severe","Severe","Poważne"
"PF2E.Encounter.Budget.Threats.trivial","Trivial","Trywialne"
"PF2E.Encounter.Budget.XPBudget","XP Budget","Budżet PD"
"PF2E.Encounter.Budget.XPNeeded","XP Needed","Wymagane PD"
"PF2E.Encounter.CreatureXPAndRole.CreatureLevel","Creature Level","Poziom Istoty"
"PF2E.Encounter.CreatureXPAndRole.CreatureLevels.0","Any standard creature or low-threat boss","Dowolna standardowa istota lub boss stanowiący niskie zagrożenie"
"PF2E.Encounter.CreatureXPAndRole.CreatureLevels.1","Low- or moderate-threat boss","Boss stanowiący niskie lub umiarkowane zagrożenie"
"PF2E.Encounter.CreatureXPAndRole.CreatureLevels.2","Moderate- or severe-threat boss","Boss stanowiący średnie lub poważne zagrożenie"
"PF2E.Encounter.CreatureXPAndRole.CreatureLevels.3","Severe- or extreme-threat boss","Boss stanowiący poważne lub ekstremalne zagrożenie"
"PF2E.Encounter.CreatureXPAndRole.CreatureLevels.4","Extreme-threat solo boss","Boss stanowiący ekstremalne zagrożenie w pojedynkę"
"PF2E.Encounter.CreatureXPAndRole.CreatureLevels.-1","Any standard creature","Standardowa istota"
"PF2E.Encounter.CreatureXPAndRole.CreatureLevels.-2","Any lackey or standard creature","Dowolny pachołek albo standardowa istota"
"PF2E.Encounter.CreatureXPAndRole.CreatureLevels.-3","Low- or moderate-threat lackey","Pachołek stanowiący niskie albo umiarkowane zagrożenie"
"PF2E.Encounter.CreatureXPAndRole.CreatureLevels.-4","Low-threat lackey","Pachołek stanowiący niskie zagrożenie"
"PF2E.Encounter.CreatureXPAndRole.CreatureXPAndRole","Creature XP and Role","PD i Rola Istoty"
"PF2E.Encounter.CreatureXPAndRole.SuggestedRole","Suggested Role","Sugerowana Rola"
"PF2E.Encounter.ExcludingFromInitiative","Excluding {type} {actor} from initiative.","Wykluczanie aktora {actor} typu {type} z inicjatywy."
"PF2E.Encounter.HasNoInitiativeScore","{actor} has no initiative score.","{actor} nie ma wartości inicjatywy."
"PF2E.Encounter.HideName","Hide Name","Ukryj Nazwę"
"PF2E.Encounter.InitiativeSet","Initiative of {actor} was set to {initiative}.","Ustawiono inicjatywę aktora {actor} na {initiative}."
"PF2E.Encounter.Metrics.Award.Label","Award: {xp} XP","Nagroda: {xp} PD"
"PF2E.Encounter.Metrics.Award.Tooltip.Four","4 Party Members","4 Członków Drużyny"
"PF2E.Encounter.Metrics.Award.Tooltip.Plural","{xpPerFour} × 4 / {recipients} Party Members","{xpPerFour} × 4 / {recipients} Członków Drużyny"
"PF2E.Encounter.Metrics.Award.Tooltip.Singular","1 Party Member","1 Członek Drużyny"
"PF2E.Encounter.Metrics.Budget","Budget: {spent}/{max} XP (Party Level {partyLevel})","Budżet: {spent}/{max} PD (Poziom Drużyny {partyLevel})"
"PF2E.Encounter.Metrics.Threat","Threat: <threat>{threat}</threat>","Zagrożenie: <threat>{threat}</threat>"
"PF2E.Encounter.NoActiveEncounter","There is no active encounter.","Nie ma aktywnego starcia."
"PF2E.Encounter.NoTokenInScene","{actor} has no token in the scene.","{actor} nie ma żetonów na tej scenie."
"PF2E.Encounter.RevealName","Reveal Name","Odkryj Nazwę"
"PF2E.Encounter.XP","XP","PD"
"PF2E.EquipmentEquippedLabel","Equipped","Wyekwipowano"
"PF2E.EquippedBulkLabel","Worn Bulk","Naręcze Wyekwipowane"
"PF2E.EquippedSameBulkValue","Same as Carried","Jak Noszone"
"PF2E.ErrorMessage.CantCreateEffectMacro","An effect for a toggle macro must come from a compendium or world item.","Efekt makro przełączania musi pochodzić z kompendium lub przedmiotu świata."
"PF2E.ErrorMessage.CantImportTooHighVersion","Unable to import {sourceName}: its schema version ({sourceSchemaVersion}) is higher than this world's ({worldSchemaVersion}).","Nie udało się zaimportować {sourceName}: wersja schematu ({sourceSchemaVersion}) jest wyższa niż wersja schematu świata ({worldSchemaVersion})."
"PF2E.ErrorMessage.CantMoveItemDestination","You are not allowed to move items to this character.","Nie masz uprawnień na dodawanie przedmiotów do tej postaci."
"PF2E.ErrorMessage.CantMoveItemSource","You are not allowed to move items from this character.","Nie masz uprawnień na usuwanie przedmiotów z tej postaci."
"PF2E.ErrorMessage.ItemNotFoundByUUID","Item with UUID of ""{uuid}"" not found.","Nie odnaleziono przedmiotu o UUID ""{uuid}""."
"PF2E.ErrorMessage.MinimumProfLevelSetByFeatures","The selected proficiency is below proficiency set by features.","Wybrana biegłość jest niższa od biegłości nadawanej przez atuty/atrybuty."
"PF2E.ErrorMessage.NoCreatureTokenSelected","Select at least one token associated with a creature.","Wybierz przynajmniej jeden żeton przypisany do istoty."
"PF2E.ErrorMessage.NoPCTokenSelected","Select at least one token associated with a PC.","Wybierz przynajmniej jeden żeton przypisany do BG."
"PF2E.ErrorMessage.NoTokenSelected","Select at least one token.","Wybierz przynajmniej jeden żeton."
"PF2E.ErrorMessage.NoUpdatePermission","You lack permission to update this actor.","Brak ci uprawnień aby aktualizować tego aktora."
"PF2E.ErrorMessage.NotEnoughAmmo","You don't have enough ammo to make this strike.","Nie masz dość amunicji aby wykonać ten Cios."
"PF2E.ErrorMessage.NotEnoughCoins","Insufficient Coins","Niewystarczająca Liczba Monet"
"PF2E.ErrorMessage.RuleElementSyntax","Syntax error in rule element definition: {message}","Błąd składni w definicji elementu zasad: {message}"
"PF2E.ErrorMessage.SubV9Module","{module} is unmaintained and may introduce stability issues to your game.","Moduł {module} nie jest utrzymywany i może spowodować problemy ze stabilnością gry."
"PF2E.ErrorMessage.WeaponNoDamage","This weapon deals no damage.","Ta broń nie zadaje obrażeń."
"PF2E.ErrorMessage.WeaponQuantityZero","You have no more of these weapons equipped.","Nie masz już więcej broni tego rodzaju."
"PF2E.Ethnicity","Ethnicity","Etniczność"
"PF2E.ExpendSpellTitle","Expend Spell","Wydaj Zaklęcie"
"PF2E.Failure","<strong>Failure</strong>","<strong>Porażka</strong>"
"PF2E.Familiar.AbilitiesLabel","Abilities","Zdolności"
"PF2E.Familiar.ArmorClass","Armor Class","Klasa Pancerza"
"PF2E.Familiar.AttackRoll","Attack Roll","Rzut na Atak"
"PF2E.Familiar.Creature","Creature","Istota"
"PF2E.Familiar.CreatureType","Creature Type","Typ Istoty"
"PF2E.Familiar.Defenses","Defense","Defensywa"
"PF2E.Familiar.Familiar","Familiar","Chowaniec"
"PF2E.Familiar.Master","Master","Pan"
"PF2E.Familiar.MasterActor","Master Actor","Aktor Pana"
"PF2E.Familiar.MasterLevel","Master Level","Poziom Pana"
"PF2E.Familiar.MasterSpellcastingAbility","Master Attribute","Cecha Pana"
"PF2E.Familiar.Offenses","Offenses","Ofensywa"
"PF2E.Familiar.Perception","Perception","Percepcja"
"PF2E.Familiar.SelectMaster","Select a master...","Wybierz pana..."
"PF2E.Familiar.Skills","Skills","Umiejętności"
"PF2E.Familiar.TotalNumberFamiliarAbilities","Total # of Familiar Abilities","Całkowita liczba Zdolności Chowańca"
"PF2E.FeatActionTypeLabel","Action Type","Rodzaj Akcji"
"PF2E.FeatActionsLabel","Number of Actions","Liczba Akcji"
"PF2E.FeatAncestryHeader","Ancestry Feats","Atuty Przodkowstwa"
"PF2E.FeatArchetypeHeader","Archetype Feats","Atuty Archetypu"
"PF2E.FeatBackgroundShort","BG","PO"
"PF2E.FeatBonusHeader","Bonus Feats","Atuty Dodatkowe"
"PF2E.FeatBrowserSearchHint","You can search for name or custom attributes. Possible searchable attributes are:<br> source, spellType, level, school, components, materials, target, range, time, duration, damage, damageType, save, concentration, ritual, ability and classes. <br>Example: 'fire, damage:d6' to show all spells that have fire in their name and a d6 in the damage","Możesz wyszukiwać po nazwie lub wybranych atrybutach. Dostępne do wyszukiwania atrybuty to:<br> source, spellType, level, school, components, materials, target, range, time, duration, damage, damageType, save, concentration, ritual, ability and classes. <br>Przykładowo: 'fire, damage:d6' pokazuje wszystkie zaklęcia z fire w nazwie i kością k6 w obrażeniach"
"PF2E.FeatCampaignHeader","Campaign Feats","Atuty Kampanii"
"PF2E.FeatClassHeader","Class Feats","Atuty Klasowe"
"PF2E.FeatDeityBoonCursesHeader","Divine Intercessions","Boskie Wstawiennictwo"
"PF2E.FeatDualClassHeader","Dual Class Feats","Atuty Podwójnej Klasy"
"PF2E.FeatGeneralHeader","General Feats","Atuty Generalne"
"PF2E.FeatLevelLabel","Level","Poziom"
"PF2E.FeatPFSBoonHeader","Society Boons","Premie Stowarzyszenia"
"PF2E.FeatPrereqLabel","Prerequisites","Wymagania"
"PF2E.FeatSkillHeader","Skill Feats","Atuty Umiejętności"
"PF2E.FeatTypeAncestry","Ancestry Feat","Atut Przodkowstwa"
"PF2E.FeatTypeAncestryfeature","Ancestry Feature","Atrybut Przodkowstwa"
"PF2E.FeatTypeBonus","Bonus Feat","Atut Dodatkowy"
"PF2E.FeatTypeClass","Class Feat","Atut Klasowy"
"PF2E.FeatTypeClassfeature","Class Feature","Atrybut Klasowy"
"PF2E.FeatTypeCurse","Deity Curse","Klątwa Bóstwa"
"PF2E.FeatTypeDeityboon","Deity Boon","Dar Bóstwa"
"PF2E.FeatTypeGeneral","General Feat","Atut Generalny"
"PF2E.FeatTypePfsboon","Society Boon","Premia Stowarzyszenia"
"PF2E.FeatTypeSkill","Skill Feat","Atut Umiejętności"
"PF2E.FeaturesAncestryHeader","Ancestry Features","Atrybuty Przodkowstwa"
"PF2E.FeaturesClassHeader","Class Features","Atrybuty Klasowe"
"PF2E.Feet","feet","stopy"
"PF2E.FlatCheck","Flat Check","Test Płaski"
"PF2E.Focus.NotEnoughFocusPointsError","You do not have enough focus points to cast this spell.","Nie masz wystarczająco dużo punktów skupienia aby rzucić to zaklęcie."
"PF2E.Focus.Outdated","Old value of the focus pool as a reminder. Click to delete.","Dawna wartość puli skupienia, w ramach przypomnienia. Kliknij aby usunąć."
"PF2E.Focus.Pool","Focus Pool","Pula Skupienia"
"PF2E.Focus.Previous","Previous","Poprzednio"
"PF2E.Focus.Spells","Focus Spells","Zaklęcia Skupienia"
"PF2E.Focus.label","Focus Points","Punkty Skupienia"
"PF2E.Focus.pointLabel","Points","Punkty"
"PF2E.Foot","Foot","Stóp"
"PF2E.FormulaKnownTitle","Known Formulas","Znane Receptury"
"PF2E.FormulaListEmpty","Empty (drag formula/item here)","Pusta (przeciągnij tu przedmiot/recepturę)"
"PF2E.FormulaPlaceholder","Formula","Receptura"
"PF2E.FormulaSheet.DescriptionUnknown","This formula is completely filled with drawings of small stick men, stains from some unknown liquid, nonsensical rhymes written in children's letters, and other seemingly random markings. It must have been made by goblins, and makes no sense to you.<hr><strong>Note</strong> This formula is referencing a missing or invalid item.","Ta receptura jest całkowicie wypełniona rysunkami małych ludków, plamami z nieznanego płynu, bezsensownymi rymami pisanymi dziecięcym pismem i innymi pozornie przypadkowymi oznaczeniami. Musiała zostać sporządzona przez gobliny i nie ma dla ciebie sensu.<hr><strong>Uwaga</strong> Ta receptura odnosi się do brakującego lub nieprawidłowego przedmiotu."
"PF2E.FormulaSheet.NameEmpty","Empty Formula","Pusta Receptura"
"PF2E.FormulaSheet.NamePrefix","Formula of {name}","Receptura {name}"
"PF2E.FormulaSheet.NameUnknown","Unknown Formula","Nieznana Fromuła"
"PF2E.Frequency.AtWill","At-Will","Do Woli"
"PF2E.Frequency.Label","Frequency","Częstotliwość"
"PF2E.Frequency.per","per","na"
"PF2E.GenderPronoun","Gender/Pronouns","Płeć/Zaimki"
"PF2E.GeneralFeatLevels","General Feat Levels","Poziomy Atutów Generalnych"
"PF2E.GreaterWeaponSpecialization","Greater Weapon Specialization","Większa Specjalizacja w Broni"
"PF2E.HardnessLabel","Hardness","Twardość"
"PF2E.HazardDescriptionLabel","Description","Opis"
"PF2E.HazardDisableLabel","Disable","Rozbrojenie"
"PF2E.HazardResetLabel","Reset","Reset"
"PF2E.HazardRoutineLabel","Routine","Rutyna"
"PF2E.HealingTypeTemporaryHealing","Healing (Temporary)","Leczenie (Tymczasowe)"
"PF2E.Height","Height","Wzrost"
"PF2E.Heritage","Heritage","Dziedzictwo"
"PF2E.HeroPointRatio.Many","{value}/{max} Hero Points","Punkty Bohaterstwa: {value}/{max}"
"PF2E.HeroPointRatio.One","1/{max} Hero Point","Punkty Bohaterstwa: 1/{max}"
"PF2E.HeroPointsLabel","Hero Points","Punkty Bohaterstwa"
"PF2E.HitPointsDetailsLabel","HP Details","Szczegóły PŻ"
"PF2E.HitPointsDetailsTitle","Additional information related to Hit Points such as Fast Healing or Regeneration","Dodatkowe informacje powiązane z Punktami Żywotności takie jak Szybkie Leczenie lub Regeneracja"
"PF2E.HitPointsHeader","Hit Points","Punkty Żywotności"
"PF2E.HitPointsShortLabel","HP","PŻ"
"PF2E.ImageLabel","Image","Obraz"
"PF2E.ImmunitiesLabel","Immunities","Niewrażliwości"
"PF2E.IncrementEffectTitle","Increase Effect Level","Zwiększ Poziom Efektu"
"PF2E.InitiativeIsNow","{name}'s Initiative is now {value}!","{name} ma teraz Inicjatywę {value}!"
"PF2E.InitiativeHeader","Initiative bonus","Premia do Inicjatywy"
"PF2E.InitiativeLabel","Initiative","Inicjatywa"
"PF2E.InitiativeWithSkill","Initiative: {skillName}","Inicjatywa: {skillName}"
"PF2E.InlineCheck.BasicWithSave","Basic {save}","Podst. Rzut Obronny: {save}"
"PF2E.InlineCheck.DCWithName","{name} DC","ST {name}"
"PF2E.InlineCheck.Invalid","Invalid @Check expression: {message}","Nieprawidłowe wyrażenie @Check: {message}"
"PF2E.InlineCheck.Errors.AdjustmentLengthMismatch","mismatch between number of type and adjustment parameters","ilość parametrów typu jest niezgodna z ilością parametrów modyfikatorów"
"PF2E.InlineCheck.Errors.DCAndDefense","cannot have both dc and defense arguments","nie może posiadać zarówno argumentu st co defensywy"
"PF2E.InlineCheck.Errors.NonIntegerAdjustment","adjustments must be integers","modyfikatory muszą być integerami"
"PF2E.InlineCheck.Errors.TypeMissing","type argument is mandatory","parametr typu jest wymagany"
"PF2E.InlineCheck.Errors.InvalidDomains","{type} domains must be sluggified and end with -damage","{type} domains must be sluggified and end with -damage"
"PF2E.InlineDamage.Base","Base: {formula}","Baza: {formula}"
"PF2E.InlineTemplateErrors.DistanceMissing","Error in @Template: distance parameter is mandatory","Błąd w szablonie @Template: parametr dystansu jest wymagany"
"PF2E.InlineTemplateErrors.DistanceNoNumber","Error in @Template: dimension {distance} is not a number","Błąd w szablonie @Template: wymiar {distance} nie jest liczbą"
"PF2E.InlineTemplateErrors.TypeMissing","Error in @Template: type parameter is mandatory","Błąd w szablonie @Template: parametr typu jest wymagany"
"PF2E.InlineTemplateErrors.TypeUnsupported","Error in @Template: type {type} is not supported","Błąd w szablonie @Template: typ {type} nie jest dozwolony"
"PF2E.InlineTemplateErrors.WidthNoNumber","Error in @Template: width {width} is not a number","Błąd w szablonie @Template: szerokość {width} nie jest liczbą"
"PF2E.InventoryArmorHeader","Armor","Pancerz"
"PF2E.InventoryBackpackHeader","Containers","Pojemniki"
"PF2E.InventoryConsumablesHeader","Consumables","Przedmioty Zużywalne"
"PF2E.InventoryEquipmentHeader","Equipment","Wyposażenie"
"PF2E.InventoryTreasureHeader","Treasure","Skarby"
"PF2E.InventoryWeaponsHeader","Weapons","Bronie"
"PF2E.InventroyBrowserSearchHint","You can search for name or custom attributes. Possible searchable attributes are:<br> source, spellType, level, school, components, materials, target, range, time, duration, damage, damageType, save, concentration, ritual, ability and classes. <br>Example: 'fire, damage:d6' to show all spells that have fire in their name and a d6 in the damage","Możesz wyszukiwać po nazwie lub wybranych atrybutach. Dostępne do wyszukiwania atrybuty to:<br> source, spellType, level, school, components, materials, target, range, time, duration, damage, damageType, save, concentration, ritual, ability and classes. <br>Przykładowo: 'fire, damage:d6' pokazuje wszystkie zaklęcia z fire w nazwie i kością k6 w obrażeniach"
"PF2E.InvestedLabel","Invested","Zaangażowano"
"PF2E.Item.ABC.InvalidDrop","{badType} cannot be dropped here (must be {goodType})","W tym miejscu nie może zostać upuszczony obiekt typu {badType} (musi być to obiekt typu {goodType})"
"PF2E.Item.Action.SelfAppliedEffect.Applied","{effect} was applied.","Zaaplikowano {effect}."
"PF2E.Item.Action.SelfAppliedEffect.Delete","Delete Reference","Usuń Referencję"
"PF2E.Item.Action.SelfAppliedEffect.Drop","Drop Effect","Zakończ Efekt"
"PF2E.Item.Action.SelfAppliedEffect.Label","Self-Applied Effect","Efekty Nakładane na Siebie"
"PF2E.Item.Action.SelfAppliedEffect.Hint","A single effect item to be applied to the actor that uses this action","Pojedynczy przedmiot typu efekt, nakładany na aktora po użyciu tej akcji."
"PF2E.Item.Action.CategoryLabel","Category","Kategoria"
"PF2E.Item.Action.Category.None","None","Brak"
"PF2E.Item.Action.Category.Defensive","Defensive","Defensywna"
"PF2E.Item.Action.Category.Interaction","Interaction","Interakcja"
"PF2E.Item.Action.Category.Offensive","Offensive","Ofensywna"
"PF2E.Item.Action.Category.Familiar","Familiar Ability","Zdolność Chowańca"
"PF2E.Item.Action.Type.Activity","Activity","Aktywność"
"PF2E.Item.Action.Type.Free","Free Action","Darmowa Akcja"
"PF2E.Item.Action.Type.Single","Single Action","Pojedyncza Akcja"
"PF2E.Item.Action.Type.Reaction","Reaction","Reakcja"
"PF2E.Item.Activation.Add","Add Activation","Dodaj Aktywację"
"PF2E.Item.Activation.Cast","Cast a Spell","Rzuć Zaklęcie"
"PF2E.Item.Activation.Command","command","komenda"
"PF2E.Item.Activation.CommandSheetLabel","Command","Komenda"
"PF2E.Item.Activation.Envision","envision","wyobrażenie"
"PF2E.Item.Activation.EnvisionSheetLabel","Envision","Wyobrażenie"
"PF2E.Item.Activation.Interact","Interact","Interakcja"
"PF2E.Item.Activation.Label","Activation","Aktywacja"
"PF2E.Item.Affliction.AddStage","Add Stage","Dodaj Stadium"
"PF2E.Item.Affliction.Error.RestrictedStageItem","Only effect items can be directly added to afflictions","Do przypadłości można dodawać tylko encje typu efekt"
"PF2E.Item.Affliction.Linked.Title","If set, prevents the condition from being removed while the affliction lasts","Po ustawieniu, zapobiega usunięciu statusu tak długo jak trwa przypadłość"
"PF2E.Item.Affliction.OnsetLabel","Onset","Rozwój"
"PF2E.Item.Affliction.SaveLabel","Save DC","ST Rzutu Obronnego"
"PF2E.Item.Affliction.Stage","Stage {stage}","{stage} Stadium"
"PF2E.Item.Affliction.StageLabel","Stage","Stadium"
"PF2E.Item.Ancestry.Vision.Label","Vision","Wizja"
"PF2E.Item.Ancestry.Vision.Normal","Normal Vision","Normalna Wizja"
"PF2E.Item.Armor.Base.armored-cloak","Armored Cloak","Opancerzona Peleryna"
"PF2E.Item.Armor.Base.armored-coat","Armored Coat","Opancerzony Płaszcz"
"PF2E.Item.Armor.Base.bastion-plate","Bastion Plate","Bastion Płytowy"
"PF2E.Item.Armor.Base.breastplate","Breastplate","Napierśnik"
"PF2E.Item.Armor.Base.buckle-armor","Buckle Armor","Zbroja Sprzączkowa"
"PF2E.Item.Armor.Base.ceramic-plate","Ceramic Plate","Płytówka Ceramiczna"
"PF2E.Item.Armor.Base.chain-mail","Chain Mail","Kolczuga"
"PF2E.Item.Armor.Base.chain-shirt","Chain Shirt","Koszula Kolcza"
"PF2E.Item.Armor.Base.coral-armor","Coral Armor","Zbroja z Koralowca"
"PF2E.Item.Armor.Base.explorers-clothing","Explorer's Clothing","Ubranie Odkrywcy"
